1,100301,12.92,1,1,0,0,1,374.36,106.87,568,437,186.76,2.27,5.47,0,240,0,241,0,0,122,0,206,106.87,50,436,567,1024,2048,1,0,50,50,0,0,1,1,0,0,0,0,0,0,0,0,0,0,287.06,0,0,38,0,566,0
1,100305,18.05,1,1,0,0,0,71.78,20.36,185,128,78.13,1.88,1.32,0,0,228.84,69,3,0,64,0,78.4,20.36,0,19,53,1347.17,6143.98,1,1,50,50,0,1,0,0,1,4,1,16,19,0,0,0,0,0,0.19,1,0,57,0,19,0
1,100305,2.58,1,1,0,0,0,121.06,55.02,369,181,130.73,11.68,17.23,0,0,355.19,247,76,48,553,63,162.76,30,0,56,154,7405.72,20480,1,1,90,90,1,1,1,1,1,3,1,66,13,0,0,0,0,0,4.62,1,1,50,1,26,0
1,100305,2.55,1,1,0,0,0,65.54,52.1,99,74,71.91,0.12,0,0,0,36.83,44,0,0,59,0,73.44,52.1,0,33,44,0.38,4096,1,1,50,50,0,1,0,0,1,5,1,0,4,0,0,0,0,0,0,1,0,61,0,4,0
1,100459,2.27,1,1,0,0,0,27.95,0.67,26,22,41.29,0.09,0.16,0,0,100.77,14,8,4,5,5,41.95,0.67,0,11,15,108.41,108.41,0,0,30,30,0,1,0,0,1,2,1,6,4,0,0,0,0,0,0.01,1,0,57,0,0,0
1,100305,1.95,1,1,1,0,0,89.24,2488.35,384,175,79,0.24,1.62,45.92,0,0,212,0,0,31,0,80,300.53,0,115,225,1659.59,2048,1,0,50,50,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.12,0,0,38,0,384,0
1,100305,14.25,1,1,0,1,1,128.68,70.04,149,99,131.48,0.29,0.56,0,0,217.13,73,0,0,95,0,140,70.04,60.2,58,99,0,10240,1,1,70,70,0,1,1,1,1,8,1,27,23,1,1,45.92,0,21,27.12,1,1,69,0,149,0
1,100305,13.12,1,1,0,0,0,93.08,63.42,267,75,78.7,0.21,0.35,0,0,0,114,0,0,162,0,89.28,63.42,30,75,267,360.07,10240,1,1,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52,0,1,53,0,267,0
1,100305,12.43,1,1,0,0,0,86.12,66.15,128,71,95.46,1.89,2.42,0,0,83.53,51,0,0,50,0,94,66.15,0.2,54,88,1024,2048,0,1,30,30,0,1,0,0,1,3,1,7,33,1,1,36.68,1,14,15.11,1,0,49,0,128,0
1,100305,12.3,1,1,0,0,1,113.6,71.91,265,123,174.54,7.62,6.82,0,0,0,116,20,11,232,7,144.92,71.91,1.2,122,264,2855.07,20480,1,1,90,90,1,0,1,1,1,2,1,0,0,0,0,0,0,0,1.65,0,1,43,0,264,0
1,100305,12.24,1,1,0,0,0,168.92,28.59,304,169,184.67,9.79,3.32,0,0,0,140,304,140,89,64,184.4,28.53,0.3,169,304,3403.23,20480,1,1,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.24,0,1,50,0,304,1
1,100459,12.1,1,1,0,0,0,18.03,98.52,215,61,113.34,0.07,0.08,0,0,0,157,0,0,81,0,111,98.52,0.1,9,22,83.88,100,0,0,30,30,1,1,1,1,1,3,1,145,48,0,0,0,0,0,0.23,1,0,36,0,182,0
1,100301,11.83,1,1,0,0,0,104.59,28.43,55,34,126.14,8.68,14.88,0,0,198.14,25,0,0,152,0,138.42,28.43,75.06,21,30,100,10440,1,1,60,60,0,1,1,1,1,2,1,1,0,1,1,36.68,0,13,10.39,1,0,50,0,0,0
1,100305,11.71,1,1,0,0,0,97.58,55.89,354,185,93,0.66,0.21,0,0,0,140,0,0,149,0,105.83,55.89,20,128,258,0,10240,1,1,70,70,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0.04,0,1,52,0,212,0
1,100305,11.35,1,1,0,0,0,45.16,30.13,248,51,94.07,0.1,2.29,0,0,0,59,0,0,62,0,52.28,30.13,0,51,248,2352.95,3998.17,0,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,163.09,0,0,54,0,248,0
1,100305,11.35,1,1,0,0,0,110.64,2.24,259,52,127.51,0.22,0.91,0,0,57.51,33,259,33,28,14,125.1,2.24,39.1,23,132,930.11,2048,0,0,30,30,0,1,1,1,1,1,1,0,0,1,1,45.92,1,4,0.98,1,0,44,0,122,0
1,100305,11.29,1,1,0,0,0,82.44,21.51,281,158,89.91,0.58,1.81,4.48,0,297.48,132,15,8,170,0,93.74,21.51,0.06,153,263,1626.5,4096,1,1,50,50,0,1,0,0,1,4,1,10,5,0,0,0,0,0,8.98,1,0,49,0,255,0
1,100305,11.24,1,1,0,0,1,122.17,68.45,560,379,141.67,9.46,5.62,0,0,329.95,151,0,0,192,0,143.51,68.45,20.2,245,415,0.58,20480,1,1,90,90,1,1,1,1,1,3,1,74,65,0,0,0,0,0,150.49,1,1,40,0,548,0
1,100305,11.13,1,1,0,0,0,161.27,328.24,174,120,166.39,0.56,0.7,4.32,0,0,94,0,0,72,0,171.01,328.24,39.2,47,97,711.07,2048,0,0,30,30,0,1,0,0,1,5,1,35,38,1,1,44.28,1,14,14.13,1,0,52,0,161,0
1,100305,11.13,1,1,0,0,0,113.44,24.87,66,51,97.09,4.62,6.89,0,0,0,31,0,0,25,0,78.62,24.87,20.06,14,22,0,10240,1,1,70,70,1,0,1,1,0,0,0,0,0,1,1,19.32,1,14,10.28,0,1,68,0,66,0
1,100305,11.3,1,1,0,0,1,103.97,340.19,1301,611,79.3,2.56,2.65,0,0,297.11,645,21,9,489,0,102.1,286.26,80,306,551,5.06,10240,1,1,70,70,1,1,1,1,1,5,1,371,205,1,1,0,0,9,357.41,1,1,-1,0,1283,0
